table_row,ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2010,CY_2011,CY_2012,CY_2013,CY_2014,CY_ALL
14392,189,CAX,(Foreign),CANADA,"AVID TECHNOLOGY, INC.",1,2,0,1,1,5
14393,189,CAX,(Foreign),CANADA,BHI LIMITED PARTNERSHIP,0,1,0,0,4,5
14394,189,CAX,(Foreign),CANADA,BIONIC POWER INC.,2,0,1,1,1,5
14475,189,CAX,(Foreign),CANADA,PRINTERON INC.,1,1,0,1,2,5
14395,189,CAX,(Foreign),CANADA,BIOVAIL LABORATORIES INTERNATIONAL S.R.L.,4,1,0,0,0,5
14396,189,CAX,(Foreign),CANADA,"BRAND SERVICES, LLC",0,3,0,1,1,5
14397,189,CAX,(Foreign),CANADA,"BRANDT INDUSTRIES, LTD.",1,2,0,1,1,5
14398,189,CAX,(Foreign),CANADA,BRIMROCK INTERNATIONAL INC.,0,1,1,2,1,5
14399,189,CAX,(Foreign),CANADA,BRP US INC.,1,1,2,1,0,5
14400,189,CAX,(Foreign),CANADA,CANADA POST CORP.,0,1,0,2,2,5
14401,189,CAX,(Foreign),CANADA,CANICA DESIGN INC.,1,0,0,2,2,5
14402,189,CAX,(Foreign),CANADA,CANPLAS INDUSTRIES LIMITED,1,2,0,0,2,5
14403,189,CAX,(Foreign),CANADA,"CELATOR PHARMACEUTICALS, INC.",2,1,0,2,0,5
14404,189,CAX,(Foreign),CANADA,CELLFOR INC.,1,3,1,0,0,5
14405,189,CAX,(Foreign),CANADA,CFS CONCRETE FORMING SYSTEMS INC.,0,0,0,3,2,5
14406,189,CAX,(Foreign),CANADA,"CHARLES RIVER ANALYTICS, INC.",0,2,1,1,1,5
14407,189,CAX,(Foreign),CANADA,CHROMEDX INC.,3,0,2,0,0,5
14408,189,CAX,(Foreign),CANADA,"COBRA FIXATIONS CIE LTEE-COBRA ANCHORS CO., LTD.",1,0,1,2,1,5
14409,189,CAX,(Foreign),CANADA,CONSORTIUM DE RECHERCHE BRP-UNIVERSITE DE SHERBROOKE S.E.N.C.,0,0,0,2,3,5
14410,189,CAX,(Foreign),CANADA,"CONTINENTAL AUTOMOTIVE SYSTEMS, INC.",0,1,0,0,4,5
14411,189,CAX,(Foreign),CANADA,CORNING INCORPORATED,0,0,2,2,1,5
14412,189,CAX,(Foreign),CANADA,CYNETIC DESIGNS LTD.,0,2,0,1,2,5
14413,189,CAX,(Foreign),CANADA,DALHOUSIE COLLEGE AND UNIVERSITY,0,0,1,2,2,5
14414,189,CAX,(Foreign),CANADA,DALSA SEMICONDUCTOR INC.,4,1,0,0,0,5
14415,189,CAX,(Foreign),CANADA,"DEI HEADQUARTERS, INC.",1,2,0,1,1,5
14416,189,CAX,(Foreign),CANADA,DETEC SYSTEMS LLC,4,0,1,0,0,5
14417,189,CAX,(Foreign),CANADA,DEW ENGINEERING AND DEVELOPMENT LIMITED,5,0,0,0,0,5
14418,189,CAX,(Foreign),CANADA,"DFT MICROSYSTEMS, INC.",2,1,2,0,0,5
14419,189,CAX,(Foreign),CANADA,DIGIFONICA (INTERNATIONAL) LIMITED,0,0,0,2,3,5
14420,189,CAX,(Foreign),CANADA,DIVERSINET CORP.,1,1,2,1,0,5
14421,189,CAX,(Foreign),CANADA,DVS SCIENCES INC.,0,0,4,1,0,5
14422,189,CAX,(Foreign),CANADA,"EASTON SPORTS, INC.",0,0,1,1,3,5
14423,189,CAX,(Foreign),CANADA,"EHC CANADA, INC.",0,1,3,0,1,5
14424,189,CAX,(Foreign),CANADA,"EK3 TECHNOLOGIES, INC.",0,2,0,2,1,5
14425,189,CAX,(Foreign),CANADA,"ENTEGRIS, INC.",1,1,2,0,1,5
14426,189,CAX,(Foreign),CANADA,EXCELITAS CANADA INC.,0,1,1,2,1,5
14427,189,CAX,(Foreign),CANADA,"EXPONENTIAL TECHNOLOGIES, INC.",0,0,0,3,2,5
14428,189,CAX,(Foreign),CANADA,"EXTREME BROADBAND ENGINEERING, LLC",0,3,2,0,0,5
14429,189,CAX,(Foreign),CANADA,G3 GENUINE GUIDE GEAR INC.,1,0,0,2,2,5
14430,189,CAX,(Foreign),CANADA,GAS-FRAC ENERGY SERVICES INC.,0,1,1,1,2,5
14431,189,CAX,(Foreign),CANADA,GEMIN X PHARMACEUTICALS CANADA INC.,1,0,2,2,0,5
14432,189,CAX,(Foreign),CANADA,"GENESYS TELECOMMUNICATIONS LABORATORIES, INC.",0,1,1,1,2,5
14433,189,CAX,(Foreign),CANADA,"GEOTAB, INC.",0,1,0,0,4,5
14434,189,CAX,(Foreign),CANADA,GULFSTREAM INC.,0,0,0,2,3,5
14435,189,CAX,(Foreign),CANADA,"HEADWATERS HEAVY OIL, LLC",1,0,2,1,1,5
14436,189,CAX,(Foreign),CANADA,HIGHLINE MFG. INC.,1,1,1,2,0,5
14437,189,CAX,(Foreign),CANADA,HITTITE MICROWAVE CORPORATION,0,2,0,2,1,5
14438,189,CAX,(Foreign),CANADA,ICERA CANADA ULC,3,1,0,1,0,5
14439,189,CAX,(Foreign),CANADA,"IDEAL LIFE, INC.",0,1,1,2,1,5
14440,189,CAX,(Foreign),CANADA,INJECTNOTECH INC.,1,1,2,0,1,5
14441,189,CAX,(Foreign),CANADA,"INTELLIGENT SCIENCES, LTD.",1,3,0,1,0,5
14442,189,CAX,(Foreign),CANADA,"INTERNATIONAL CHARACTERS, INC.",2,2,0,1,0,5
14443,189,CAX,(Foreign),CANADA,ISOLATION EQUIPMENT SERVICES INC.,1,1,2,1,0,5
14444,189,CAX,(Foreign),CANADA,ITXC IP HOLDINGS S.A.R.L.,1,0,2,1,1,5
14445,189,CAX,(Foreign),CANADA,JOHNSON CONTROLS TECHNOLOGY COMPANY,1,0,1,1,2,5
14446,189,CAX,(Foreign),CANADA,KENNAMETAL INC.,0,0,0,2,3,5
17865,421,ILX,(Foreign),ISRAEL,"APPLE, INC.",0,0,15,32,57,104
14447,189,CAX,(Foreign),CANADA,KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS,1,1,1,1,1,5
14448,189,CAX,(Foreign),CANADA,KINGTIGER TECHNOLOGY (CANADA) INC.,2,0,0,1,2,5
14449,189,CAX,(Foreign),CANADA,LAM RESEARCH CORPORATION,0,1,2,1,1,5
14450,189,CAX,(Foreign),CANADA,LIVEQOS INC.,0,0,0,2,3,5
14451,189,CAX,(Foreign),CANADA,LONDON HEALTH SCIENCES CENTRE RESEARCH INC.,2,1,2,0,0,5
14452,189,CAX,(Foreign),CANADA,LSI INDUSTRIES INC.,0,1,0,2,2,5
14453,189,CAX,(Foreign),CANADA,"LUMENPULSE LIGHTING, INC.",0,0,1,1,3,5
14454,189,CAX,(Foreign),CANADA,"LUMINEX MOLECULAR DIAGNOSTICS, INC.",1,3,0,0,1,5
14455,189,CAX,(Foreign),CANADA,"MAC VALVES, INC.",0,1,0,1,3,5
14456,189,CAX,(Foreign),CANADA,MAKE TECHNOLOGIES INC.,1,1,1,0,2,5
14457,189,CAX,(Foreign),CANADA,MARCH NETWORKS CORPORATION,2,2,0,1,0,5
14458,189,CAX,(Foreign),CANADA,MARS INCORPORATED,0,1,1,2,1,5
14459,189,CAX,(Foreign),CANADA,MASCO CANADA LIMITED,1,0,0,3,1,5
14460,189,CAX,(Foreign),CANADA,MASCOMA CANADA INC.,0,0,0,4,1,5
14461,189,CAX,(Foreign),CANADA,"MDS ANALYTICAL TECHNOLOGIES, A BUSINESS UNIT OF MDS INC.",4,1,0,0,0,5
14462,189,CAX,(Foreign),CANADA,"MEDAVAIL, INC.",0,0,0,0,5,5
14463,189,CAX,(Foreign),CANADA,NEPTUNE TECHNOLOGIES &  BIORESSOURCES INC.,0,2,1,1,1,5
14464,189,CAX,(Foreign),CANADA,"NETAPP, INC.",0,2,0,1,2,5
14465,189,CAX,(Foreign),CANADA,NEUROARM SURGICAL LTD.,0,2,1,2,0,5
14466,189,CAX,(Foreign),CANADA,NEUROSTREAM TECHNOLOGIES GENERAL PARTNERSHIP,0,1,1,2,1,5
14467,189,CAX,(Foreign),CANADA,NEXTAIR CORPORATION,0,3,2,0,0,5
14468,189,CAX,(Foreign),CANADA,NOVX SYSTEMS CANADA INC.,2,0,2,0,1,5
14469,189,CAX,(Foreign),CANADA,OMRON DUALTEC AUTOMOTIVE ELECTRONICS INC.,0,0,2,1,2,5
14470,189,CAX,(Foreign),CANADA,PACBRAKE COMPANY,1,3,1,0,0,5
14471,189,CAX,(Foreign),CANADA,PDG PRODUCT DESIGN GROUP INC.,0,0,2,3,0,5
14472,189,CAX,(Foreign),CANADA,"PERKINELMER HEALTH SCIENCES, INC.",1,0,1,2,1,5
14473,189,CAX,(Foreign),CANADA,PHONAK AG,0,2,0,3,0,5
14474,189,CAX,(Foreign),CANADA,PLATFORM COMPUTING CORPORATION,2,0,3,0,0,5
14476,189,CAX,(Foreign),CANADA,PROSCAN RX PHARMA INC.,1,1,1,1,1,5
14477,189,CAX,(Foreign),CANADA,QLT INC.,2,2,1,0,0,5
14478,189,CAX,(Foreign),CANADA,"QNX SOFTWARE SYSTEMS (WAVEMAKERS), INC.",5,0,0,0,0,5
14479,189,CAX,(Foreign),CANADA,"QUICKMILL, INC.",1,1,1,1,1,5
14480,189,CAX,(Foreign),CANADA,QUICKPLAY MEDIA INC.,0,0,1,0,4,5
14481,189,CAX,(Foreign),CANADA,"RAILPOWER, LLC",1,3,1,0,0,5
14482,189,CAX,(Foreign),CANADA,REDLEN TECHNOLOGIES,1,2,0,2,0,5
14483,189,CAX,(Foreign),CANADA,"REPLICOR, INC.",0,3,0,1,1,5
14484,189,CAX,(Foreign),CANADA,"RESONANT MEDICAL, INC.",3,1,1,0,0,5
14485,189,CAX,(Foreign),CANADA,ROSS VIDEO LIMITED,1,0,1,2,1,5
14486,189,CAX,(Foreign),CANADA,"SAINT GOBAIN TECHNICAL FABRICS AMERICA, INC.",3,2,0,0,0,5
14487,189,CAX,(Foreign),CANADA,SCHAEFFLER TECHNOLOGIES AG &  CO. KG,0,0,2,3,0,5
14488,189,CAX,(Foreign),CANADA,"SEMEQUIP, INC.",1,3,1,0,0,5
14489,189,CAX,(Foreign),CANADA,"SENSOTECH, INC.",1,0,0,2,2,5
14490,189,CAX,(Foreign),CANADA,SHRINERS HOSPITALS FOR CHILDREN,0,1,0,0,4,5
14491,189,CAX,(Foreign),CANADA,"SIEBEL SYSTEMS, INC.",2,2,0,0,1,5
14492,189,CAX,(Foreign),CANADA,SMSC HOLDINGS SARL,1,0,1,2,1,5
14493,189,CAX,(Foreign),CANADA,SOLACOM TECHNOLOGIES INC.,1,0,0,0,4,5
14494,189,CAX,(Foreign),CANADA,SORICIMED BIOPHARMA INC.,0,1,2,1,1,5
14495,189,CAX,(Foreign),CANADA,STAR OIL TOOLS INC.,2,2,1,0,0,5
14496,189,CAX,(Foreign),CANADA,SYMANTEC CORPORATION,0,1,0,3,1,5
14497,189,CAX,(Foreign),CANADA,"TAIMED BIOLOGICS, INC.",0,0,0,2,3,5
14498,189,CAX,(Foreign),CANADA,TEAM FAIR HOLDINGS LIMITED,3,2,0,0,0,5
14499,189,CAX,(Foreign),CANADA,TECHO-BLOC INC.,0,2,0,0,3,5
14500,189,CAX,(Foreign),CANADA,TEKNA PLASMA SYSTEMS INC.,0,3,1,0,1,5
14501,189,CAX,(Foreign),CANADA,"TIDAL PHOTONICS, INC.",2,1,1,1,0,5
14502,189,CAX,(Foreign),CANADA,TRUDEAU CORPORATION 1889 INC.,0,0,3,0,2,5
14503,189,CAX,(Foreign),CANADA,TRW AUTOMOTIVE U.S. LLC,1,0,0,1,3,5
14504,189,CAX,(Foreign),CANADA,"U.S. NUTRACEUTICALS, LLC",0,3,2,0,0,5
14505,189,CAX,(Foreign),CANADA,UNIVERSITY OF ONTARIO INSTITUTE OF TECHNOLOGY,1,0,2,1,1,5
14506,189,CAX,(Foreign),CANADA,USNR/KOCKUMS CANCAR COMPANY,3,1,0,1,0,5
14507,189,CAX,(Foreign),CANADA,"VAL-CHUM, LIMITED PARTNERSHIP",0,2,0,0,3,5
14508,189,CAX,(Foreign),CANADA,"VERINT SYSTEMS, INC.",0,1,2,0,2,5
14509,189,CAX,(Foreign),CANADA,"VERTEX PHARMACEUTICALS, INC.",0,1,0,0,4,5
14510,189,CAX,(Foreign),CANADA,"VIVE NANO, INC.",1,4,0,0,0,5
14511,189,CAX,(Foreign),CANADA,W. NEUDORFF GMBH KG,0,4,0,1,0,5
14512,189,CAX,(Foreign),CANADA,"WESCAST INDUSTRIES, INC.",0,0,0,4,1,5
14513,189,CAX,(Foreign),CANADA,WEYERHAEUSER NR COMPANY,2,1,0,1,1,5
14514,189,CAX,(Foreign),CANADA,WIND SIMPLICITY INC.,0,2,1,2,0,5
14515,189,CAX,(Foreign),CANADA,"ZALICUS PHARMACEUTICALS, LTD.",0,0,1,3,1,5
14516,189,CAX,(Foreign),CANADA,ZTR CONTROL SYSTEMS,1,0,0,2,2,5
14517,193,KYX,(Foreign),CAYMAN ISLANDS,"HIMAX IMAGING, INC.",0,2,6,8,2,18
14518,193,KYX,(Foreign),CAYMAN ISLANDS,~INDIVIDUALLY OWNED PATENT,1,1,1,2,1,6
14519,201,CLX,(Foreign),CHILE,~INDIVIDUALLY OWNED PATENT,5,6,8,13,10,42
14520,201,CLX,(Foreign),CHILE,UNIVERSITY OF CHILE,0,3,2,0,5,10
14521,201,CLX,(Foreign),CHILE,BIOSIGMA S.A.,2,1,2,2,1,8
14522,201,CLX,(Foreign),CHILE,PAUL HARTMANN AG,0,4,2,1,0,7
14523,201,CLX,(Foreign),CHILE,"VULCO, S.A.",0,2,2,1,1,6
14524,201,CLX,(Foreign),CHILE,CRYSTAL LAGOONS (CURACAO) B.V.,0,0,0,3,2,5
14525,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",~INDIVIDUALLY OWNED PATENT,69,73,74,75,59,350
14526,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",HONG KONG APPLIED SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO. LTD.,43,32,43,35,45,198
14527,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",THE HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY,27,25,26,25,33,136
14528,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",HONG KONG POLYTECHNIC UNIVERSITY,30,18,31,30,15,124
14529,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SAE MAGNETICS (H.K.) LTD.,17,14,14,19,21,85
14530,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",THE CHINESE UNIVERSITY OF HONG KONG,12,16,16,19,20,83
14531,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",JOHNSON ELECTRIC S.A.,6,10,21,25,20,82
14532,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CITY UNIVERSITY OF HONG KONG,6,15,24,14,14,73
14533,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",ASM ASSEMBLY AUTOMATION LTD.,22,12,15,3,9,61
14534,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","CREE, INC.",1,11,5,12,24,53
14535,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",UNIVERSITY OF HONG KONG,15,9,2,13,9,48
14536,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","WONDERLAND NURSERY GOODS CO., LTD.",0,1,9,23,10,43
14537,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",HUIZHOU LIGHT ENGINE LTD.,0,2,3,17,6,28
14538,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",WORLD-WIDE STATIONERY MANUFACTURING CO. LTD.,12,6,3,1,3,25
14539,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",ASM TECHNOLOGY SINGAPORE PTE LTD,0,1,0,5,14,20
14540,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",VERSITECH LIMITED,3,3,7,3,2,18
14541,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CONAIR CORPORATION,0,1,0,6,6,13
14542,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",MARVELL INTERNATIONAL LTD.,1,3,1,4,3,12
14543,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SILVERLIT LIMITED,1,3,2,3,3,12
14544,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",POLYGROUP MACAU LIMITED (BVI),0,0,2,4,5,11
14545,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CONVENIENTPOWER HK LTD.,1,0,4,1,4,10
14546,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","LINGNA HOLDINGS PTE., LLC",0,2,2,4,2,10
14547,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",MICROSOFT CORPORATION,5,2,1,1,1,10
14548,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",NATIONAL SEMICONDUCTOR CORPORATION,4,3,1,2,0,10
14549,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","COMPUTIME, LTD.",1,3,4,0,1,9
14550,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SOLOMON SYSTECH LIMITED,2,1,4,1,1,9
14551,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",TECHTRONIC POWER TOOLS TECHNOLOGY LIMITED,0,2,3,1,3,9
14552,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",THE SUN LOCK COMPANY,2,0,2,1,4,9
14553,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",ADVANCED MATERIALS ENTERPRISES COMPANY LIMITED,0,1,3,3,1,8
14554,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","BP CHILDREN'S PRODUCTS HK CO., LIMITED",0,0,4,2,2,8
14555,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","BUZZ BEE TOYS (H.K.) CO., LIMITED",1,0,3,2,2,8
14556,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CANON KABUSHIKI KAISHA,1,0,0,3,4,8
14557,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CLOVER GROUP INTERNATIONAL LIMITED,2,2,3,0,1,8
14558,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",MATTEL INC.,1,2,4,0,1,8
14559,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",RADIOSHACK CORPORATION,4,0,2,1,1,8
14560,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SMARTPOOL LLC,1,0,0,1,6,8
14561,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CMS PEPTIDES PATENT HOLDING COMPANY LIMITED,4,0,0,1,2,7
14562,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",DEFOND COMPONENTS LIMITED,2,1,0,1,3,7
14563,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",NANO AND ADVANCED MATERIALS INSTITUTE LIMITED,0,0,0,2,5,7
14564,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",NAUTICAM INTERNATIONAL LIMITED,0,2,3,0,2,7
14565,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",0,0,0,2,5,7
14566,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",3DV CO. LTD,0,0,0,2,4,6
14567,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",AKOS ADVANCED TECHNOLOGY LTD,1,2,2,0,1,6
14568,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","ASTEC INTERNATIONAL, LTD.",3,1,2,0,0,6
14569,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",DYNAMIC INVENTION LLC,0,0,0,0,6,6
14570,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","FUTUREWEI TECHNOLOGIES, INC.",0,0,1,1,4,6
14571,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",HONG KONG BAPTIST UNIVERSITY,0,0,0,3,3,6
14572,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",IDEAL TIME CONSULTANTS LIMITED,2,1,2,1,0,6
14573,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",IDT TECHNOLOGY LIMITED,3,1,1,1,0,6
14574,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","IPVENTURE, INC.",1,0,1,1,3,6
14575,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",RUYAN INVESTMENT (HOLDINGS) LIMITED,0,0,1,5,0,6
14576,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SILICON CHINA (HK) LIMITED,0,0,6,0,0,6
14577,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",TRIUMPH INTERTRADE AG,0,6,0,0,0,6
14578,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","UNITED VIDEO PROPERTIES, INC.",0,0,2,1,3,6
14579,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",VP ASSETS LIMITED,1,0,0,1,4,6
14580,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","BARCO, INC.",0,1,1,2,1,5
14581,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",CREE HUIZHOU OPTO LIMITED,0,1,0,3,1,5
14582,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",DELTA ELECTRONICS INC.,0,0,1,2,2,5
14583,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",FIMAX TECHNOLOGY LIMITED,0,1,0,2,2,5
14584,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",HAI KANG LIFE CORPORATION LIMITED,1,1,2,1,0,5
14585,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","KAN LING CAPITAL, L.L.C.",0,0,4,0,1,5
14586,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",LA CROSSE TECHNOLOGY LTD.,0,0,1,3,1,5
14587,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",LEE TACK PLASTIC &  METAL MANUFACTORY LTD.,3,1,1,0,0,5
14588,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",MASS TECHNOLOGY (H.K.) LTD.,3,1,0,1,0,5
14589,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",NOVEL TECH INTERNATIONAL LIMITED,0,0,0,0,5,5
14590,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",REGINA MIRACLE INTERNATIONAL LIMITED,0,0,4,1,0,5
14591,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SIMATELEX MANUFACTORY COMPANY LIMITED,0,1,0,3,1,5
14592,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.",SMARTECH WORLDWIDE LIMITED,2,0,2,1,0,5
14593,205,HKX,(Foreign),"CHINA, HONG KONG S.A.R.","THE BUILD-UP PLASTIC & METAL CO., LTD.",2,0,3,0,0,5
14594,209,MOX,(Foreign),"CHINA, MACAU S.A.R.",~INDIVIDUALLY OWNED PATENT,0,3,2,4,7,16
14595,209,MOX,(Foreign),"CHINA, MACAU S.A.R.",UNIVERSITY OF MACAU,0,2,1,4,2,9
14596,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","HUAWEI TECHNOLOGIES CO., LTD.",245,352,503,621,690,2411
14597,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","HONG FU JIN PRECISION INDUSTRY (SHENZHEN) CO., LTD.",308,374,599,700,351,2332
14598,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",~INDIVIDUALLY OWNED PATENT,206,193,295,281,325,1300
14599,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",ZTE CORPORATION,22,33,99,269,701,1124
14600,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",TSINGHUA UNIVERSITY,101,100,147,189,230,767
14601,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",MICROSOFT CORPORATION,160,133,169,143,125,730
14602,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","HON HAI PRECISION IND. CO., LTD.",207,168,99,70,62,606
14603,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","SHENZHEN FUTAIHONG PRECISION INDUSTRY CO., LTD.",69,107,203,149,77,605
14604,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","SHENZHEN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO., LTD.",0,0,3,102,431,536
14605,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",INTERNATIONAL BUSINESS MACHINES CORPORATION,26,64,106,158,139,493
14606,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","FU ZHUN PRECISION INDUSTRY (SHENZHEN) CO., LTD.",131,118,90,40,5,384
14607,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","FU TAI HUA INDUSTRY (SHENZHEN) CO., LTD.",0,6,34,117,121,278
14608,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",INTEL CORPORATION,44,38,55,71,65,273
14609,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",SEMICONDUCTOR MANUFACTURING INTERNATIONAL (SHANGHAI) CORPORATION,43,52,50,50,60,255
14610,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","BEIJING BOE OPTOELECTRONICS TECHNOLOGY CO., LTD.",15,41,43,66,54,219
14611,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","HUAWEI DEVICE CO., LTD.",1,4,14,68,97,184
14612,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",BYD COMPANY LIMITED,27,28,49,37,31,172
14613,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO. LTD.,29,42,41,22,33,167
14614,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","INNOCOM TECHNOLOGY (SHENZHEN) CO., LTD.",45,49,33,28,5,160
14615,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",ALIBABA GROUP HOLDING LIMITED,0,2,16,47,69,134
14616,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",ALCATEL LUCENT,7,7,25,37,56,132
14617,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",CHINA ACADEMY OF TELECOMMUNICATIONS TECHNOLOGY,0,7,11,32,54,104
14618,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",GENERAL ELECTRIC COMPANY,13,31,15,18,23,100
14619,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",TELEFONAKTIEBOLAGET L M ERICSSON (PUBL.),3,4,13,26,53,99
14620,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",INVENTEC CORPORATION,20,18,17,14,28,97
14621,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",FUJITSU LIMITED,4,10,16,28,37,95
14622,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,4,2,11,24,50,91
14623,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF","INSTITUTE OF MICROELECTRONICS, CHINESE ACADEMY OF SCIENCES",0,1,11,31,47,90
14624,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",NOKIA CORPORATION,19,14,18,22,17,90
14625,213,CNX,(Foreign),"CHINA, PEOPLE'S REPUBLIC OF",THOMSON LICENSING S.A.,4,9,13,29,35,90
